NomAsso,Tel_Asso,Fax_Asso,Mail_Asso,INTERNET,Domaine,Sous-Domaine,Sigle,Adresse,Code_Quartier,Code_Sous_Quartier,Circonscription,Canton,Code_Postal,Longitude,Latitude
Association Lao du Languedoc-Roussillon,04 67 87 00 92,,bounheng.saignavongsa@gmail.com,,INTERNATIONAL,CULTURE ETRANGERE,ALLR,575  RUE ROUGET DE LISLE,,,,,,,
Association Le Baobab,04 67 79 26 03,,contact@lebaobab.org,http://www.lebaobab.org,EDUCATION,ENFANCE,,594  AVENUE DE SAINT MAUR,07,18,1,04,34000,"3,890262391","43,616155693"
Association Le Moovenement,04 30 02 01 94,,lemoovenement@yahoo.fr,,CULTURE,DANSE,,3 A RUE REYNES,07,29,2,07,34070,"3,863402772","43,60656745"
Association Les Foulées du Millénaire,04 67 65 65 45,,,,SPORTS,COURSE A PIED ET ORIENTATION,AFMM,72  IMPASSE JACQUES DE VAUCANSON,06,20,1,04,34000,"3,907780432","43,614206108"
Association Les Orphelins de L'Océan,04 67 27 57 40,,lesorphelinsdelocean@gmail.com,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,ALOO,772  RUE DE FONT COUVERTE,04,11,4,08,34070,"3,855972133","43,597781242"
Association Les Résidants du Celleneuve,04 67 10 97 69,,aart.bliek@neuf.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,,224  RUE DES ESCARCELIERS,03,07,2,10,34080,"3,834487346","43,612847683"
Association les Ziconofages (AZ),09 50 64 97 87,,lesziconofages@free.fr,http://www.lesziconofages.free.fr,CULTURE,CINEMA AUDIO-VISUEL,,67  AVENUE DE LODEVE,07,25,2,07,34070,"3,861785031","43,609911243"
Association l'Espérance Fraternité,04 67 63 00 89,,,,EDUCATION,MOUVEMENT JEUNESSE,,3  RUE NOTRE DAME ESPERANCE,03,08,2,07,34000,"3,849591848","43,613869677"
Association Libre d'Aide à la Recherche sur la Moëlle Epinière,04 67 64 71 15,,jean.graille@asso-alarme.com,http://www.alarme.asso.fr,SANTE,RECHERCHE,ALARME,95  PLACE DE THESSALIE,07,28,3,03,34000,"3,891445842","43,608421718"
Association Lola,04 67 15 55 23,,lolaproduct@gmail.com,,CULTURE,MUSIQUE,SUBSONIC,4  RUE GENERAL RIU,07,31,1,04,34000,"3,882206911","43,60462686"
Association Lumières de Pastel,04 67 75 77 23,,framade.l@wanadoo.fr,,CULTURE,ARTS PLASTIQUES,,14  RUE FONTAINE DE LATTES,06,22,1,04,34000,"3,891334639","43,604743568"
Association Maa'ti,09 53 55 06 95,,association.maati@yahoo.fr,,SPORTS,DANSE,MAATI,48  RUE DE LA MEDITERRANEE,07,31,1,04,34070,"3,885814677","43,604854332"
Association Maa'ti,09 53 55 06 95,,association.maati@yahoo.fr,,SPORTS,DANSE,MAATI,48  RUE DE LA MEDITERRANEE,07,31,1,04,34070,"3,885626419","43,604893123"
Association Made In Jazz,,,madeinjazz@orange.fr,,CULTURE,MUSIQUE,,18  PLACE RONDELET,,,,,,,
Association Maill'Age,04 67 63 67 40,04 67 41 96 23,,,SOCIAL ET CITOYENNETE,TROISIEME AGE,CLIC,16  RUE FERDINAND FABRE,07,24,3,03,34090,"3,878392127","43,61710906"
Association Mareschal,0950492900,,asso.mareschal@gmail.fr,,CULTURE,DIVERS CULTURE,MARESCHAL,7  RUE THERESE,07,24,3,03,34090,"3,880640086","43,617077769"
Association Méridionale de Yoga,04 67 63 43 87,,leroysavelli@free.fr,http://www.montpellier-yoga-iyengar.fr,SPORTS,YOGA,AMY,54  AVENUE EMILE DIACON,01,02,2,02,34090,"3,863054977","43,629485351"
Association Mieux Vivre la marquerose,04 34 22 64 56,,asso.mvlm@club-internet.fr,,CULTURE,DIVERS CULTURE,MVLM,110  ALLEE PIERRE DAC,04,14,1,06,34070,"3,869720471","43,589049364"
Association Montpellier Hérault Dépistage du Cancer du Sein,04 67 61 15 05,,amhdcs@wanadoo.fr,www.mammobile.com,SANTE,RECHERCHE,AMHDCS,209  AVENUE DES APOTHICAIRES,01,02,2,10,34090,"3,840750369","43,644010945"
Association Montpellier Institut Universitaire de Technologie,04 99 58 50 60,,amiut@iutmontp-univ-montp2.fr,,EDUCATION,ETUDIANTS,AMIUT,99  AVENUE D'OCCITANIE,01,02,2,02,34090,"3,850387118","43,634907442"
Association Montpelliéraine d'Administration et de Gestion,04 67 47 13 67,,sciuto.9@orange.fr,,ENTREPRISE ET TRAVAIL,AIDE A LA GESTION,AMAG,780  AV DE VILLENEUVE-ANGOULEME,04,14,1,06,34070,"3,867164595","43,59464646"
Association Montpelliéraine de Parkour,,,MONTPELLIERPARKOUR@GMAIL.COM,http://parkour-34.forumsactifs.com,SPORTS,DIVERS SPORTS,AMP,675  RUE DE MONTASINOS,01,03,3,03,34090,"3,88149284","43,628108753"
Association Montpelliéraine de Solidarité Internationale,,,,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,AMSI,4  RUE CARLENCAS,07,30,1,01,34000,"3,873230779","43,603475012"
Association Montpelliéraine et Départ. d'Aide à la Santé Mentale,04 99 06 02 36,,amdasm@wanadoo.fr,,SANTE,AIDE AUX MALADES,AMDASM,1  RUE DUVAL-JOUVE,07,25,2,07,34000,"3,865374877","43,610212204"
Association montpelliéraine pour un judaïsme humaniste et laïque,04 67 60 37 12,,amjhl@wanadoo.fr,,CULTURE,DIVERS CULTURE,AMJHL,31  RUE ALEXANDRE CABANEL,07,26,1,01,34000,"3,874822914","43,607763989"
Association Montpellieraine Universitaire Culturelle et Sportive,06 70 89 25 10,,amucs.secretariat@voila.fr,http://pagesperso-orange.fr/assoamucs/,LOISIRS,DIVERS LOISIRS,AMUCS,2  PLACE PETRARQUE,07,27,1,01,34000,"3,878204274","43,61073905"
Association Musique et Fusion - Amel,04 67 73 50 34,,contact@musique-fusion.com,http://www.Musique-fusion.com,CULTURE,MUSIQUE,,36  ALLEE VOLTA,06,20,1,04,34000,"3,912390914","43,617118174"
Association Nationale de Prévention en Alcoologie et Addictologie,04 99 77 10 77,,cdpa.herault@wanadoo.fr,,SANTE,ALCOOLISME ET TOXICOMANIE,ANPAA34,646  RUE D'ALCO,03,07,2,07,34080,"3,840259729","43,617015764"
Association Nationale des Anciens de la Résistance,,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANAR,7  RUE CAUZIT,07,27,1,01,34000,"3,877258036","43,609062141"
Association Nationale des Cheminots Anciens Combattants,0467831776,,guy.anelli@gmail.com,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANCAC,118  RUE VICTOR ROGER,,,,,,,
Association Nationale des Officiers de Carrière en Retraite,04 67 55 55 70,,jpjanocr34@wanadoo.fr,http://www.anocr.org,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANOCR / 34,3  BOULEVARD HENRI IV,07,26,2,10,34000,"3,873497298","43,614584301"
Association Nationale des Officiers de Carrière en Retraite,04 67 55 55 70,,jpjanocr34@wanadoo.fr,http://www.anocr.org,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANOCR / 34,3  BOULEVARD HENRI IV,07,26,2,10,34000,"3,873547619","43,61467874"
Association Nationale des Pupilles de la Nation,04 67 70 44 88,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ANPNOGD,7  RUE CAUZIT,07,27,1,01,34000,"3,877258036","43,609062141"
Association Nationale le Refuge Délégation Montpellier,09 50 83 06 78,,montpellier@le-refuge.org,http://www.le-refuge.org,SOCIAL ET CITOYENNETE,HEBERGEMENT,LE REFUGE,2  RUE GERMAIN,07,26,1,01,34000,"3,877597716","43,612080229"
Association Nazarena France,04 67 20 12 59,04 67 20 12 59,info@nazarena.org,www.nazarena.org,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,144  RUE DE L'ARNEL,,,,,,,
Association Nessma,0981018001,,nessma34@hotmail.fr,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,,27  RUE FAUBOURG FIGUEROLLES,07,29,2,07,34070,"3,8666891","43,607250792"
Association Nouas,04 67 10 02 17,,secretariat@nouas.org,http://www.nouas.org,SOCIAL ET CITOYENNETE,SOLIDARITE,,925  RUE D'ALCO,,,,,,,
Association Omnisport de Montpellier Figuerolles,04 67 68 96 54,,,,SPORTS,CLUBS OMNISPORTS,,0  PLACE AGRIPPA D'AUBIGNE,,,,,,,
Association Paul Brousse,04 67 92 35 68,,,http://www.ecolebrousse.free.fr,CULTURE,DIVERS CULTURE,,50 BIS RUE FAUBOURG FIGUEROLLES,07,29,2,07,34070,"3,865487039","43,606763674"
Association Paul Brousse,04 67 92 35 68,,,http://www.ecolebrousse.free.fr,CULTURE,DIVERS CULTURE,,50 BIS RUE FAUBOURG FIGUEROLLES,07,29,2,07,34070,"3,865349324","43,60672678"
Association Philatélique Montpelliéraine,04 67 29 29 09,,gerard.morereau@wanadoo.fr,http://www.apm.montpellier.free.fr,LOISIRS,COLLECTIONS,APM,9  RUE DE LA POESIE,07,24,3,03,34000,"3,881885385","43,617451122"
Association Populaire Sainte Bernadette,09 60 44 19 00,,lucien.boulier@wanadoo.fr,http://www.colo.free.fr,LOISIRS,VACANCES,,100  AVENUE DE LODEVE,03,08,2,07,34070,"3,850556251","43,610409817"
Association Populaire Sainte Bernadette,09 60 44 19 00,,lucien.boulier@wanadoo.fr,http://www.colo.free.fr,LOISIRS,VACANCES,,100  AVENUE DE LODEVE,03,08,2,07,34070,"3,851358709","43,61028714"
"Association pour la Culture, l'Education, la Santé et le Sport",04 67 54 12 82,,apces@caramail.fr,,SOCIAL ET CITOYENNETE,DIVERS SOCIAL,APCES,643  AV PROFESSEUR LOUIS RAVAZ,03,07,2,07,34080,"3,84895812","43,620833799"
Association pour la Lecture 34,04 67 20 21 30,,associationlecture34@gmail.com,,CULTURE,LECTURE,AL 34,25  RUE DES DEUX PONTS,07,31,1,04,34000,"3,880961934","43,604250668"
Association Pour la Lutte Contre Le Psoriasis,04 67 53 31 23,,stéphanie.hoy@hotmail.fr,http://www.aplcp.org,SANTE,AIDE AUX MALADES,APLCP,2  AVENUE EMILE BERTIN-SANS,01,02,2,02,34090,"3,86474358","43,627878577"
Association pour la Recherche sur les Hormones et le Cancer,04 67 04 37 70,,henri.rochefort@montp.inserm.fr,,SANTE,RECHERCHE,ARHOC,60  RUE DE NAVACELLES,01,02,2,10,34090,"3,84516206","43,635884757"
Association pour la Taxation des Transactions Financières - ATTAC,04 67 54 19 34,,attac.montpellier@wanadoo.fr,http://www.attacm.ouvaton.org,INTERNATIONAL,SOLIDARITE INTERNATIONALE,ATTAC,39  RUE FRANCOIS D'ORBAY,02,06,2,10,34080,"3,825934409","43,61455231"
Association pour l'Action Musicale en LR,,,,,CULTURE,MUSIQUE,ASPAM,46  COURS GAMBETTA,07,30,1,01,34000,"3,869590156","43,607899458"
Association pour le Développement de l'Anthroposophie,04 67 02 74 08,,,,SCIENCES,SCIENCE DE L'HOMME,ADAM,5  RUE DE LA FAUVETTE,07,18,1,04,34000,"3,88480484","43,614860576"
Association pour le Développement des Soins Palliatifs,04 67 75 22 94,,info@asp-mh.fr,http://www.asp-mh.fr,SANTE,AIDE AUX MALADES,ASP-MH,39  RUE FRANCOIS D'ORBAY,02,06,2,10,34080,"3,825934409","43,61455231"
Association pour le développement d'un outil radiophonique étudia,04 67 52 78 41,,contact@radiocampusmontpellier.fr,www.radiocampusmontpellier.fr,LOISIRS,RADIO ET COMMUNICATION,ADOREM,0  RUE DES ACACIAS,,,,,,,
Association pour le Logiciel Libre,04 67 07 33 48,,all@all.asso.fr,http://all.asso.fr,COMMUNICATION ET MEDIAS,COMMUNICATION ET MEDIAS,ALL,700  AVENUE ABBE PAUL PARGUEL,01,02,2,02,34090,"3,859522941","43,63818321"
Association pour l'Emploi des Cadres - APEC,04 67 13 43 00,,,http://www.apec.fr,ENTREPRISE ET TRAVAIL,FORMATION PROF. ET CONTINUE,APEC,170  RUE LEON BLUM,07,28,3,03,34000,"3,890596329","43,608798084"
Association Pour L'Enseignement aux Malades ou Accidentés,04 67 47 66 48,,apema445@orange.fr,http://www.perso.orange.fr/apema.montpellier,SANTE,AIDE AUX MALADES,APEMA,191  RUE LOUIS ARAGON,04,14,1,06,34070,"3,864650957","43,593241145"
Association pour l'Etude des Cholinestérases,04 67 75 70 71,,,,SCIENCES,DIVERS SCIENCES,AEC,4  RUE MADAME MERLE,02,06,2,09,34080,"3,828189948","43,616451682"
Association pour l'Histoire du Scoutisme Laïque,04 67 42 06 84,,y.c.bastide@orange.fr,histoire-du-scoutisme-laïque.fr,EDUCATION,MOUVEMENT JEUNESSE,A.H.S.L,188  RUE JEAN GREMILLON,04,11,4,08,34070,"3,849573504","43,599535348"
Association pour l'Insertion des Jeunes par l'Emploi,04 67 40 48 80,,contact@apije.org,,ENTREPRISE ET TRAVAIL,DIVERS ENTREPRISE TRAVAIL,APIJE,2  COUR BELLE VUE,03,07,2,07,34080,"3,837640169","43,619060898"
Association pour Personnes en Situation de Handicap,04 67 40 74 40,04 67 40 74 49,siege@apsh34.org,,SOCIAL ET CITOYENNETE,HANDICAP,APSH 34,284  AV PROFESSEUR JEAN-LOUIS VIALA,01,02,2,10,34090,"3,828112376","43,636467807"
Association Praxiling,04 67 14 24 28,,,,CULTURE,DIVERS CULTURE,PRALIXING,0  PL DE LA VOIE DOMITIENNE,01,02,2,02,34090,"3,870309511","43,630520132"
Association Prévention Routière,04 67 27 17 00,04 67 27 17 07,preventionroutiere34@wanadoo.fr,www.preventionroutiere.asso.fr,SOCIAL ET CITOYENNETE,PREVENTION,APR 34,261  CHEMIN DE POUTINGON,04,14,1,06,34070,"3,855803222","43,58542187"
Association Production Dom,04 67 54 30 94,,tdom@free.fr,,CULTURE,MUSIQUE,,9 BIS RUE DES VOLONTAIRES,07,25,2,07,34000,"3,864666303","43,610228718"
Association Promotionnelle Artistes Méditerranéens,04 67 40 35 32,,,,CULTURE,MUSIQUE,APAM,419  LE GRAND MAIL,02,05,2,09,34080,"3,816465715","43,624539646"
Association Providanse,,,chevanti@free.fr,http://www.proviedanse.com,CULTURE,DIVERS CULTURE,,16  RUE BONNARD,07,26,2,10,34000,"3,871333953","43,616011245"
Association Quartier Albert 1er Pasteur,04 67 72 56 54,04 67 72 55 59,autourdalbert1@voila.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,,5  PLACE ALBERT 1ER,07,24,2,02,34000,"3,874605705","43,615667136"
Association Quartier Saint Firmin,04 67 60 67 11,,romansaintfirmin@wanadoo.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,ACAR,16  RUE SAINT FIRMIN,07,26,1,01,34000,"3,875475786","43,610362883"
Association Quartier Verdun-Boussairolles-Maguelone,04 67 79 99 54,,bernard-sala@wanadoo.fr,,VIE DES QUARTIERS,ASSO ET COMITES DE QUARTIER,,8  RUE BOUSSAIROLLES,07,27,1,01,34000,"3,880878917","43,608126731"
Association Récréative de l'Ecole d'Estanove,04 67 64 84 16,,lucien.belen@orange.fr,,SPORTS,CLUBS OMNISPORTS,ARECREE,585  AV DU MARECHAL LECLERC,05,15,1,05,34070,"3,883937384","43,594913301"
Association Régionale des Infirmières du Bloc Opératoire,04 67 54 96 73,,,,SANTE,DIVERS SANTE,ARIBOLR,204  RUE DES PAPYRUS,03,07,2,10,34080,"3,849978757","43,621389326"
Association Régionale des Professions du Spectacle en LR,04 67 58 73 30,04 67 58 91 44,contact@apros.org,http://www.arpros.org,CULTURE,DIVERS CULTURE,ARPROS,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
Association Régionale des Professions du Spectacle en LR,04 67 58 73 30,04 67 58 91 44,contact@apros.org,http://www.arpros.org,CULTURE,DIVERS CULTURE,ARPROS,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
Association Régionale des Professions du Spectacle en LR,04 67 58 73 30,04 67 58 91 44,contact@apros.org,http://www.arpros.org,CULTURE,DIVERS CULTURE,ARPROS,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
Association Républicaine des Anciens Combattants,04 67 60 41 40,,,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,ARAC,7  RUE CAUZIT,07,27,1,01,34000,"3,877258036","43,609062141"
Association Rhin et Danube,04 67 58 42 53,,alexis.laurent@sfr.fr,,MILITAIRES ANC. COMBATTANTS,MILITAIRES ANC. COMBATTANTS,,16  RUE DE BERCY,07,30,1,01,34000,"3,873871416","43,602952435"
Association Rue Turgot,04 67 54 03 15,,,,EDUCATION,ENSEIGNEMENT,,1  RUE PIERRE FLOURENS,,,,,,,
Association Schehrazade,04 67 55 55 77,04 67 55 55 77,danseorientale-mirana@orange.fr,htpp://www.danseorientale-mirana.com,SPORTS,DANSE,,4  RUE DE CLEMENTVILLE,03,08,2,07,34070,"3,854501798","43,610774767"
Association Sept Etoiles,04 67 03 22 14,,michelf2009@live.fr,,SPORTS,ARTS MARTIAUX,,1037  AVENUE DU PERE SOULAS,03,07,2,10,34090,"3,856378774","43,621313935"
Association Socioculturelle Bilingue Frederic Peyson,04 67 22 57 13,04 67 27 41 90,asbfredericpeyson@orange.fr,www.asbfredericpeyson.asso.fr,SOCIAL ET CITOYENNETE,HANDICAP,ASB F.P,603  AVENUE DU PONT TRINQUAT,05,16,1,05,34070,"3,891046662","43,598234944"
Association Socio-Culturelle des Jeunes Sportifs de Montpellier,06 03 10 38 93,,jeanpierregaltier@yahoo.fr,,SPORTS,CLUBS OMNISPORTS,ASCJSM,33  AVENUE GEORGES CLEMENCEAU,07,30,1,01,34000,"3,871421419","43,602894971"
Association Solidarité Franco-Senegalaise,04 67 69 91 16,,association.teranga@gmail.com,,INTERNATIONAL,SOLIDARITE INTERNATIONALE,ASFS,33  RUE LE PERUGIN,06,22,1,04,34000,"3,907318836","43,605343919"
Association Soutien aux Productions Artistiques en Languedoc,04 67 27 23 49,,cie.faitsdivers@orange.fr,,CULTURE,DIVERS CULTURE,ASPAL,15  RUE LAMARTINE,07,31,1,04,34070,"3,885191656","43,605693639"
Association Sportive Atlas Paillade,04 67 45 78 50,,mahfoud.benali@gmail.fr,,SPORTS,FOOTBALL,ASAP,11  RUE CLAUDE FRANCOIS,,,,,,,
Association Sportive Beaux Arts Randonnée,04 67 72 43 21,04 67 72 32 87,,http://www.asbam.fr,LOISIRS,RANDONNEES,ASBAM,39  RUE MAX MOUSSERON,07,24,3,03,34000,"3,884061464","43,621135563"
Association Sportive CESDA,04 67 02 99 00,04 67 02 95 10,jabouin.cesda34@wanadoo.fr,,SPORTS,SPORTS ADAPTES,CESDA,14  RUE SAINT VINCENT DE PAUL,07,23,3,03,34090,"3,875508624","43,621277855"
Association Sportive Coureurs de Fond de Montpellier,,,,,SPORTS,COURSE A PIED ET ORIENTATION,ACFM,542  RUE AUGUSTE BROUSSONNET,07,23,2,02,34090,"3,868155054","43,617241846"
Association Sportive de Celleneuve,,,550843@LANGUEDOCROUSSILLONFOOT.FR,,SPORTS,FOOTBALL,,20  ALLEE ANTONIN CHAULIAC,02,06,2,10,34080,"3,83036176","43,613685391"
Association Sportive de la CRS 56 de Montpellier,04 67 13 17 00,,,,SPORTS,DIVERS SPORTS,,488  RUE DE LA VIEILLE POSTE,06,20,1,04,34000,"3,904020255","43,612992849"
Association Sportive de Montpellier Supagro,04 99 61 24 31,,sport@supagro.inra;fr,,SPORTS,CLUBS OMNISPORTS,SUPAGRO,2  PLACE PIERRE VIALA,03,08,2,10,34000,"3,854769578","43,617143962"
Association Sportive de Tir pour Tous,,,as.sarbacane@free.fr,,SPORTS,TIR,SDH,139  RUE FRIMAIRE,06,22,1,04,34000,"3,898555542","43,603120467"
Association Sportive des Beaux Arts Beach Volley,04 67 72 32 87,,,,SPORTS,VOLLEY BALL ET BEACH VOLLEY,ASBAM,36  RUE DE LA CAVALERIE,07,24,3,03,34000,"3,882289006","43,618049051"
Association Sportive des Beaux-Arts Montpellier Omnisports,04 67 72 32 87,04 67 72 32 87,bureau@asbam.fr,http://www.asbam.fr,SPORTS,CLUBS OMNISPORTS,ASBAM,36  RUE DE LA CAVALERIE,07,24,3,03,34000,"3,882289006","43,618049051"
Association Sportive des Beaux-Arts Montpellier Volley Ball,04 67 72 32 87,04 67 72 32 87,bureau@asbam.fr,http://www.asbam.fr,SPORTS,VOLLEY BALL ET BEACH VOLLEY,ASBAM,36  RUE DE LA CAVALERIE,07,24,3,03,34000,"3,882289006","43,618049051"
Association Sportive et Culturelle Croix d'Argent Montpellier,04 67 50 06 62,,martin.claude34@free.fr,,CULTURE,ARTS PLASTIQUES,ASCAM,191  RUE LOUIS ARAGON,04,14,1,06,34070,"3,864650957","43,593241145"
Association Sportive et Culturelle Paillade 92,,,,,SPORTS,BOXE,ASCP 92,500  LE GRAND MAIL,02,05,2,09,34080,"3,81680161","43,625156542"
Association sportive et Culturelle Paillade Mercure,04 67 40 13 97,,,,SPORTS,FOOTBALL,ASCPM,53  ROUTE DE LODEVE,02,06,2,10,34080,"3,826217117","43,614872187"
Association Sportive Juvénal Antigone,04 99 65 00 83,,jcgarrel@hotmail.fr,,SPORTS,FOOTBALL,,134  RUE DE THEBES,07,28,3,03,34000,"3,88890417","43,608748387"
Association Sportive Paillade Danse,04 67 40 00 29,,,,SPORTS,DANSE,ASP,354  AVENUE DE HEIDELBERG,02,05,2,09,34080,"3,814575374","43,621838913"
Association Sportive Paillade Volley-Ball,04 67 65 21 37,,,,SPORTS,VOLLEY BALL ET BEACH VOLLEY,ASP VB,55  RUE DE LA FORET NOIRE,02,05,2,09,34080,"3,81383629","43,626092112"
Association Sportive Police Natation,,,aspnatation@wanadoo.fr,,SPORTS,NATATION ET PLONGEE,,200  AVENUE DU PERE SOULAS,07,23,2,10,34090,"3,865483532","43,618226162"
Association Sportive Police Nationale de Montpellier,04 99 13 50 00,,,,SPORTS,FOOTBALL,ASPN,206  RUE DU COMTE DE MELGUEIL,,,,,,,
Association Sportive Richter Montpellier,04 67 04 10 26,,,,SPORTS,FOOTBALL,,863  RUE FRANCOIS DEZEUZE,,,,,,,
"Association Sportive, Culturelle de Projection Jeunesse LR",04 67 22 10 69,,,,SPORTS,DIVERS SPORTS,ASCR,500  RUE LEON BLUM,,,,,,,
Association St Vincent de Paul pour Déficients Auditifs,04 67 02 99 00,04 67 02 95 10,cesda-34@orange.fr,www.cesda34.asso.fr,SOCIAL ET CITOYENNETE,HANDICAP,ASVPDA,14  RUE SAINT VINCENT DE PAUL,07,23,3,03,34090,"3,875508624","43,621277855"
Association Stella-Murray Brosch Productions,04 67 58 85 80,,contact@murraybroschprod.org,http://www.murraybrosch.fr,CULTURE,DANSE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866430972","43,605449808"
Association Stella-Murray Brosch Productions,04 67 58 85 80,,contact@murraybroschprod.org,http://www.murraybrosch.fr,CULTURE,DANSE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866526204","43,605511102"
Association Stella-Murray Brosch Productions,04 67 58 85 80,,contact@murraybroschprod.org,http://www.murraybrosch.fr,CULTURE,DANSE,,42  RUE ADAM DE CRAPONNE,07,29,1,01,34000,"3,866325488","43,605381583"
Association Syndicale Impasse Mozart,04 67 69 12 18,,,,ENVIRONNEMENT ET CADRE DE VIE,HABITAT ET LOGEMENT,ASIM,7  IMPASSE MOZART,04,11,4,08,34070,"3,855466484","43,598879693"
Association Tennis Club Pierre-Rouge,04 67 72 22 08,,contact@pierre-rouge.com,http://www.pierre-rouge.com,SPORTS,TENNIS,ATC,7  AVENUE DE SAINT LAZARE,07,24,3,03,34000,"3,88627615","43,618703149"
Association Tin Hinan,04 67 72 96 23,,tinhinan@club-internet.fr,,SOCIAL ET CITOYENNETE,SOLIDARITE,,314  LE GRAND MAIL,02,05,2,09,34080,"3,816970794","43,623456602"
Association Tom Pouce,04 67 72 85 83,,,,SOCIAL ET CITOYENNETE,ENFANCE ET JEUNESSE,,139  RUE PHILIPPE CASTAN,01,03,3,03,34090,"3,887314427","43,626944795"
Association Trait d'Union,04 67 65 66 12,04 67 99 54 28,atujlr@wanadoo.fr,,SOCIAL ET CITOYENNETE,INSERTION,ATU,28  RUE HENRI RENE,07,31,1,04,34000,"3,882459169","43,603646233"
Association Uni'sons,04 67 10 06 79,04 67 40 50 62,uni-sons@wanadoo.fr,,CULTURE,MUSIQUE,UNISONS,475  AVENUE DU COMTE DE NICE,02,04,2,09,34080,"3,813269349","43,6418935"
Association Valentin Hauy,04 67 72 23 54,,comite.montpellier@avh.asso.fr,http://www.avh.asso.fr,SOCIAL ET CITOYENNETE,HANDICAP,AVH,5  BOULEVARD LOUIS BLANC,07,24,3,03,34000,"3,877951967","43,614849204"
Association Vie et Animation,,,MADELAINE.MASSE@WANADOO.FR,,SOCIAL ET CITOYENNETE,TROISIEME AGE,,1  PL J BAUMEL (4 SEIGNEURS),01,01,2,02,34090,"3,857867127","43,64073065"
Association Voisins Solidaires,04 67 20 09 52,,avs34000@orange.fr,,ENVIRONNEMENT ET CADRE DE VIE,HABITAT ET LOGEMENT,AVS,10  PLACE JEAN BENE,06,22,1,04,34000,"3,895847824","43,603932563"
Association Wing Tsun et Escrima,,,,,SPORTS,ARTS MARTIAUX,AWTEA,5  RUE VAL MARIE,07,18,1,04,34000,"3,889310058","43,61883167"
Association Zen de Montpellier,04 30 10 97 20,,gilroyer@voila.fr,http://zen-montpellier.org,RELIGIONS ET PHILOSOPHIES,PHILOSOPHIES,AZM,75  RUE DE FONT CARRADE,07,29,2,07,34070,"3,860172274","43,60872557"
